account_id;disp_id;client_id;account_id_acct;district_id_bank;stmt_frq;date_acct;type_disp;loan_id;date_loan;amount;duration;payments;status;date_birth;district_id_client;gender;card_id;type_card;min1;max1;mean1;min2;max2;mean2;min3;max3;mean3;min4;max4;mean4;min5;max5;mean5;min6;max6;mean6;response;has_card;idade;days_between
2988;3608;3608;2988;66;after_tr;1996-10-14;owner;5585;1998-07-08;88608;12;7384.0;C;1947-12-09;66;0;;;101997.3;99506.3;52203.089147286824;101997.3;99506.3;53330.8968;101997.3;99506.3;54134.97024793389;101997.3;99506.3;54341.31379310346;101997.3;99506.3;54255.20545454547;101997.3;95683.8;53371.62941176472;1;0;50;632
2988;3609;3609;2988;66;after_tr;1996-10-14;disponent;5585;1998-07-08;88608;12;7384.0;C;1955-10-26;66;1;;;101997.3;99506.3;52203.089147286824;101997.3;99506.3;53330.8968;101997.3;99506.3;54134.97024793389;101997.3;99506.3;54341.31379310346;101997.3;99506.3;54255.20545454547;101997.3;95683.8;53371.62941176472;1;0;42;632
6609;7980;7980;6609;16;monthly;1995-03-27;owner;6342;1995-11-12;60156;36;1671.0;B;1976-08-08;16;0;;;100922.3;98660.8;69752.16304347826;100922.3;98660.8;70316.04324324324;100922.3;74998.2;58771.623999999974;100922.3;72300.3;63725.13124999999;20247.0;52627.9;27392.428571428572;20247.0;400.0;16639.225;0;0;19;230
8173;9787;10095;8173;11;monthly;1993-07-05;owner;6678;1994-05-20;80340;12;6695.0;A;1976-02-06;1;1;1038;junior;100051.1;92511.1;60518.61914893615;100051.1;92511.1;59164.440476190466;100051.1;92511.1;59598.483783783806;100051.1;92511.1;65149.076666666675;100051.1;92511.1;72050.7888888889;100051.1;92511.1;59691.10000000003;1;1;18;319
8173;9788;10096;8173;11;monthly;1993-07-05;disponent;6678;1994-05-20;80340;12;6695.0;A;1978-01-05;1;0;;;100051.1;92511.1;60518.61914893615;100051.1;92511.1;59164.440476190466;100051.1;92511.1;59598.483783783806;100051.1;92511.1;65149.076666666675;100051.1;92511.1;72050.7888888889;100051.1;92511.1;59691.10000000003;1;0;16;319
8547;10235;10543;8547;14;weekly;1995-07-17;owner;6734;1996-05-30;173016;36;4806.0;C;1945-02-23;14;1;1059;classic;101367.9;93897.9;60204.43095238101;101367.9;93897.9;59121.44444444451;101367.9;93897.9;59919.28358208962;101367.9;93897.9;60181.03035714292;101367.9;93897.9;51516.26250000001;101367.9;93897.9;54442.74516129033;1;1;51;318
940;1133;1133;940;37;monthly;1994-11-15;owner;5148;1996-05-29;284280;60;4738.0;C;1958-09-15;37;1;186;gold;105636.2;99639.5;63233.46292134835;105636.2;99639.5;64224.47738095242;105636.2;99266.8;63303.21038961043;105636.2;99266.8;61888.265277777835;105636.2;99266.8;60632.38333333339;29633.6;99266.8;59574.16885245906;1;1;37;561
940;1134;1134;940;37;monthly;1994-11-15;disponent;5148;1996-05-29;284280;60;4738.0;C;1959-10-01;37;0;;;105636.2;99639.5;63233.46292134835;105636.2;99639.5;64224.47738095242;105636.2;99266.8;63303.21038961043;105636.2;99266.8;61888.265277777835;105636.2;99266.8;60632.38333333339;29633.6;99266.8;59574.16885245906;1;0;36;561
9472;11354;11662;9472;1;weekly;1993-07-06;owner;6929;1995-05-08;36396;12;3033.0;A;1972-04-03;76;0;;;100453.2;97187.5;58357.004605263166;100453.2;97187.5;59158.105442176886;100453.2;97187.5;60566.25886524823;100453.2;97187.5;62514.03458646616;100453.2;97187.5;61924.839669421475;100453.2;97187.5;61179.58482142858;1;0;23;671
2762;3335;3335;2762;19;monthly;1993-03-20;owner;5533;1994-07-05;111384;24;4641.0;A;1967-02-10;11;0;;;100207.7;99998.8;66804.8124137931;100207.7;99998.8;66734.43211678833;100944.1;98608.9;65534.57661290325;100944.1;98608.9;67145.0384615385;100944.1;98608.9;67971.85769230776;100944.1;98608.9;71073.31333333335;1;0;27;472
3711;4474;4474;3711;3;monthly;1997-05-08;owner;5731;1997-11-05;460980;60;7683.0;D;1964-12-09;3;1;;;103750.1;82773.1;49404.22857142856;103750.1;74427.1;42187.99285714285;11724.0;44444.7;24435.166666666668;11724.0;44444.7;23400.64285714286;11724.0;44444.7;20374.42;400.0;400.0;400.0;0;0;32;181
3967;4786;4786;3967;54;monthly;1996-09-22;owner;5784;1997-03-29;84600;36;2350.0;D;1938-08-16;54;0;;;105258.8;900.0;45773.457142857136;105258.8;900.0;55523.65454545454;105258.8;900.0;48329.181818181816;14200.0;900.0;36209.25714285714;14200.0;900.0;18808.333333333332;900.0;900.0;900.0;0;0;58;188
9201;11021;11329;9201;69;monthly;1996-10-28;owner;6866;1998-02-05;122472;24;5103.0;C;1961-01-31;69;1;;;1000.0;98237.8;49372.0702970297;1000.0;98237.8;48974.30333333333;1000.0;98237.8;49893.75487804877;1000.0;98237.8;51090.7205479452;1000.0;98237.8;50761.11846153845;1000.0;98237.8;50891.83833333333;1;0;37;465
11021;13240;13548;11021;1;monthly;1993-08-10;owner;7241;1995-03-04;168984;24;7041.0;B;1976-03-18;1;0;;;-517.7;99034.3;57733.100000000064;-517.7;99034.3;60569.865972222266;-517.7;99034.3;60925.540579710185;-517.7;99034.3;59856.3863636364;-517.7;99034.3;59138.06800000003;-517.7;99034.3;58796.030508474614;0;0;18;571
4580;5521;5521;4580;9;monthly;1994-08-27;owner;5922;1995-08-05;20220;12;1685.0;A;1973-05-15;9;1;791;classic;122906.7;96612.3;43046.893333333326;122906.7;96612.3;45853.92307692306;122906.7;96612.3;50586.53125;122906.7;96612.3;56575.42916666667;12800.0;96612.3;50321.29411764706;12800.0;70307.0;37229.06666666667;1;1;22;343
9560;11460;11768;9560;1;monthly;1997-07-13;owner;6948;1998-03-15;157068;36;4363.0;C;1971-09-12;1;1;;;20514.6;88837.6;36734.27777777778;22057.6;88837.6;38574.2375;22057.6;88837.6;40399.78571428572;22057.6;88837.6;41728.73333333334;22057.6;88837.6;41033.1;22057.6;400.0;18827.100000000002;1;0;26;245
1093;1311;1311;1093;54;monthly;1996-01-14;owner;5174;1997-06-13;385104;48;8023.0;C;1956-12-18;54;1;;;1000.0;96515.6;47554.11770833333;1000.0;96515.6;48079.55222222221;1000.0;96515.6;49144.671084337344;1000.0;96515.6;49194.76493506494;1000.0;96515.6;50312.80142857142;1000.0;96515.6;52075.87903225807;1;0;40;516
854;1029;1029;854;62;monthly;1993-09-21;owner;5138;1995-05-30;87216;48;1817.0;C;1954-03-16;1;1;;;11105.0;700.0;31064.96500000003;11105.0;700.0;31411.72954545458;11105.0;700.0;31749.824000000033;11105.0;700.0;32176.88000000003;11105.0;700.0;32513.536633663385;11105.0;700.0;32350.367021276612;1;0;41;616
10440;12536;12844;10440;72;monthly;1993-09-13;owner;7138;1995-07-03;60000;60;1000.0;C;1946-10-15;45;0;;;16141.2;7766.0;24756.71550387598;16141.2;7766.0;24814.11967213116;16141.2;7766.0;24832.300000000014;16141.2;7766.0;24840.79158878506;16141.2;7766.0;25092.533000000007;16141.2;7766.0;25405.449462365603;1;0;48;658
1318;1594;1594;1318;56;monthly;1997-12-22;owner;5226;1998-10-11;185544;36;5154.0;C;1939-09-29;56;0;;;10500.0;7740.3;30190.550000000007;10500.0;56544.8;28718.05882352941;10500.0;41447.5;26932.62857142857;10500.0;41447.5;26915.31666666667;10500.0;41447.5;26484.32;10500.0;33285.0;18898.416666666668;1;0;59;293
3489;4217;4217;3489;9;monthly;1994-12-08;owner;5693;1995-08-01;44088;24;1837.0;A;1951-06-25;9;1;;;1000.0;55576.8;35468.81851851852;1000.0;55576.8;33692.57894736841;1000.0;55576.8;32508.28571428571;1000.0;54311.6;28580.9;1000.0;38108.6;21844.571428571428;1000.0;18464.8;13767.7;1;0;44;236
4969;6001;6001;4969;60;weekly;1996-08-19;owner;6010;1997-03-06;150180;60;2503.0;C;1937-05-01;60;0;;;12400.0;79210.9;39983.99090909091;12400.0;46196.0;25008.714285714286;12400.0;22700.0;14100.0;12400.0;21100.0;11233.333333333334;12400.0;200.0;6300.0;200.0;200.0;200.0;1;0;59;199
10345;12421;12729;10345;36;monthly;1996-04-07;owner;7110;1998-01-21;31260;12;2605.0;C;1968-03-21;36;0;;;1000.0;8465.3;25708.71721311475;1000.0;46698.9;26171.203478260864;1000.0;46698.9;26635.89908256881;1000.0;46698.9;26992.127184466015;1000.0;46698.9;27296.73195876288;1000.0;46698.9;27608.909890109884;1;0;29;654
10345;12422;12730;10345;36;monthly;1996-04-07;disponent;7110;1998-01-21;31260;12;2605.0;C;1964-09-29;36;1;;;1000.0;8465.3;25708.71721311475;1000.0;46698.9;26171.203478260864;1000.0;46698.9;26635.89908256881;1000.0;46698.9;26992.127184466015;1000.0;46698.9;27296.73195876288;1000.0;46698.9;27608.909890109884;1;0;33;654
5572;6729;6729;5572;15;monthly;1997-08-11;owner;6136;1998-04-19;140880;60;2348.0;C;1957-12-27;15;0;;;122247.8;84355.8;49861.22432432432;122247.8;84355.8;53267.58484848483;122247.8;84355.8;57530.49583333333;122247.8;84355.8;57805.10625;122247.8;84355.8;57250.674999999996;122247.8;84355.8;61553.48888888888;1;0;40;251
309;376;376;309;14;monthly;1997-04-25;owner;5036;1998-11-25;91248;48;1901.0;C;1973-01-08;14;1;;;12223.2;900.0;30668.12978723405;12223.2;900.0;31018.079775280905;12223.2;900.0;31028.761904761912;12223.2;900.0;31304.32784810127;12223.2;900.0;31132.025000000005;12223.2;900.0;30649.47313432836;1;0;25;579
6555;7914;7914;6555;38;weekly;1993-03-05;owner;6336;1994-03-31;212400;36;5900.0;A;1966-10-24;38;1;;;13101.0;98942.3;49362.8882352941;13101.0;95165.2;46899.04333333333;13101.0;95165.2;48224.78076923076;13101.0;95165.2;48520.76326530612;13101.0;95165.2;51030.94651162791;13101.0;95165.2;46932.777777777774;1;0;27;391
4626;5574;5574;4626;9;monthly;1996-06-15;owner;5932;1997-06-18;33348;12;2779.0;A;1970-09-12;9;1;;;102120.2;99599.8;47177.06440677965;102120.2;99599.8;48657.30925925925;102120.2;99599.8;51193.066;102120.2;99599.8;53166.36304347825;102120.2;99599.8;55377.624390243895;102120.2;99599.8;57611.76764705881;1;0;26;368
4476;5399;5399;4476;24;monthly;1994-11-10;owner;5897;1996-09-25;15192;24;633.0;A;1972-12-27;24;1;;;14268.9;500.0;30119.46792452831;14268.9;500.0;30012.859602649012;14268.9;500.0;29702.67552447553;14268.9;500.0;29262.70222222223;14268.9;500.0;29023.952755905517;14268.9;500.0;28838.030252100845;1;0;23;685
5213;6299;6299;5213;1;monthly;1995-08-18;owner;6063;1996-04-25;320976;48;6687.0;D;1936-08-09;1;0;833;classic;1000.0;98885.2;48238.04523809522;1000.0;98885.2;48744.3472222222;1000.0;98885.2;54258.67931034481;1000.0;98639.0;58483.837499999994;1000.0;98639.0;50103.7;1000.0;82165.3;41227.514285714286;0;1;59;251
11327;13615;13923;11327;7;monthly;1997-10-15;owner;7294;1998-09-27;39168;24;1632.0;C;1979-02-22;7;1;;;20608.0;81495.6;54615.425531914894;20608.0;81495.6;53553.03414634146;20608.0;81495.6;53297.938235294125;20608.0;81495.6;51678.137037037035;20608.0;81495.6;48822.73809523809;20608.0;81495.6;43782.09999999999;1;0;19;347
4144;4993;4993;4144;1;monthly;1996-08-19;owner;5823;1998-06-21;212976;36;5916.0;C;1973-06-27;1;1;;;100687.7;94408.0;50566.80000000003;100687.7;94408.0;51502.608823529445;100687.7;94408.0;52357.953846153876;100687.7;94408.0;53069.18467741939;100687.7;94408.0;54578.08728813563;100687.7;94408.0;55917.43928571432;1;0;25;671
4144;4994;4994;4144;1;monthly;1996-08-19;disponent;5823;1998-06-21;212976;36;5916.0;C;1978-06-21;1;0;;;100687.7;94408.0;50566.80000000003;100687.7;94408.0;51502.608823529445;100687.7;94408.0;52357.953846153876;100687.7;94408.0;53069.18467741939;100687.7;94408.0;54578.08728813563;100687.7;94408.0;55917.43928571432;1;0;20;671
4631;5579;5579;4631;77;after_tr;1996-12-12;owner;5933;1997-12-13;87528;24;3647.0;C;1951-02-16;77;0;796;classic;22682.0;800.0;40737.01800000001;22682.0;800.0;39882.09782608696;22682.0;800.0;38992.64634146343;22682.0;800.0;40467.64857142859;22682.0;800.0;41077.37857142858;22682.0;800.0;42754.84285714287;1;1;46;366
4631;5580;5580;4631;77;after_tr;1996-12-12;disponent;5933;1997-12-13;87528;24;3647.0;C;1952-03-01;77;1;;;22682.0;800.0;40737.01800000001;22682.0;800.0;39882.09782608696;22682.0;800.0;38992.64634146343;22682.0;800.0;40467.64857142859;22682.0;800.0;41077.37857142858;22682.0;800.0;42754.84285714287;1;0;45;366
5735;6936;6936;5735;52;monthly;1995-01-25;owner;6175;1996-02-21;290700;60;4845.0;D;1959-02-27;52;1;;;-1721.7;98659.9;63439.917021276575;109491.0;98659.9;67538.00114942527;109491.0;98659.9;70383.18499999998;109491.0;98659.9;71112.55142857143;109491.0;98659.9;71347.2646153846;109491.0;98659.9;70807.07758620687;0;0;37;392
7565;9062;9370;7565;59;monthly;1996-04-02;owner;6541;1997-08-17;153504;48;3198.0;C;1975-12-20;59;0;;;17009.8;65101.8;34193.94117647058;17009.8;65101.8;34890.75157894737;17009.8;65101.8;34957.690697674414;17009.8;65101.8;35431.31518987342;17009.8;65101.8;36155.63888888889;17009.8;65101.8;37135.26153846155;1;0;21;502
8742;10469;10777;8742;70;monthly;1997-01-28;owner;6758;1997-07-29;33144;12;2762.0;A;1980-01-27;70;1;;;16564.0;900.0;34791.30869565218;16564.0;900.0;30472.67333333334;16564.0;900.0;25704.67272727273;16564.0;900.0;19205.799999999996;16564.0;900.0;14033.8;900.0;900.0;900.0;1;0;17;182
8742;10470;10778;8742;70;monthly;1997-01-28;disponent;6758;1997-07-29;33144;12;2762.0;A;1976-03-19;70;0;;;16564.0;900.0;34791.30869565218;16564.0;900.0;30472.67333333334;16564.0;900.0;25704.67272727273;16564.0;900.0;19205.799999999996;16564.0;900.0;14033.8;900.0;900.0;900.0;1;0;21;182
2699;3257;3257;2699;73;monthly;1996-12-25;owner;5520;1998-08-30;231168;48;4816.0;C;1978-05-11;73;1;511;junior;100034.7;98708.9;54091.92205882353;100997.1;98708.9;53314.22824427481;100997.1;98708.9;53317.39838709678;100997.1;98708.9;54258.893913043474;100997.1;98708.9;55204.17757009346;100997.1;98708.9;55729.344329896914;1;1;20;613
5072;6122;6122;5072;6;monthly;1996-04-12;owner;6028;1997-02-09;317520;60;5292.0;C;1968-02-16;6;1;;;1100.0;82886.2;57970.97241379311;1100.0;82886.2;57548.86041666667;1100.0;82886.2;59130.96756756756;1100.0;82886.2;60476.48571428571;1100.0;82886.2;59689.34736842105;1100.0;79127.2;51157.00833333333;1;0;29;303
8899;10655;10963;8899;1;weekly;1994-09-05;owner;6785;1995-12-25;125340;60;2089.0;C;1944-06-15;1;0;;;104817.1;94109.4;52166.39750000001;104817.1;94109.4;52001.92545454545;104817.1;94109.4;51457.94615384615;104817.1;94109.4;49585.71894736843;104817.1;94109.4;47188.87093023255;109154.7;94109.4;45341.48630136984;1;0;51;476
11069;13300;13608;11069;37;monthly;1995-06-02;owner;7250;1997-03-04;119136;48;2482.0;C;1963-05-15;37;1;;;1100.0;97010.1;42755.14999999998;1100.0;97010.1;43428.564423076896;1100.0;97010.1;42498.581818181796;1100.0;97010.1;42809.10736842103;1100.0;97010.1;42977.24999999998;1100.0;97010.1;44234.58095238093;1;0;33;641
7437;8909;9217;7437;19;weekly;1997-08-08;owner;6508;1998-04-19;110736;48;2307.0;C;1940-01-30;19;1;;;13026.6;55991.1;30706.431914893627;13067.8;55991.1;32610.52368421054;13841.0;55991.1;36012.903448275865;13841.0;55991.1;37403.2705882353;13841.0;50023.9;31726.818181818187;13841.0;46698.9;26988.1625;1;0;58;254
